contig	genus	size	category-pident_90	chromid	ref_data
GCF_018739525.1-NZ_CP036004.1	Bacillus	5490503	typical chromosome	No	
GCF_018739525.1-NZ_CP036008.1	Bacillus	8128	typical plasmid	No	
GCF_018739525.1-NZ_CP036005.1	Bacillus	9322	typical plasmid	No	
GCF_018739525.1-NZ_CP036006.1	Bacillus	77113	typical plasmid	No	
GCF_018739525.1-NZ_CP036007.1	Bacillus	371005	typical plasmid	No	
GCF_018739545.1-NZ_CP036009.1	Bacillus	5205885	typical chromosome	No	
GCF_018739545.1-NZ_CP036013.1	Bacillus	9479	typical plasmid	No	
GCF_018739545.1-NZ_CP036010.1	Bacillus	50285	typical plasmid	No	
GCF_018739545.1-NZ_CP036011.1	Bacillus	75408	typical plasmid	No	
GCF_018739545.1-NZ_CP036012.1	Bacillus	400360	typical plasmid	No	
GCF_018739625.1-NZ_CP036017.1	Bacillus	5281951	typical chromosome	No	
GCF_018739625.1-NZ_CP036018.1	Bacillus	7927	typical plasmid	No	
GCF_018739625.1-NZ_CP036022.1	Bacillus	9651	typical plasmid	No	
GCF_018739625.1-NZ_CP036021.1	Bacillus	318875	typical plasmid	No	
GCF_018739625.1-NZ_CP036019.1	Bacillus	37113	typical plasmid	No	
GCF_018739625.1-NZ_CP036020.1	Bacillus	123831	typical plasmid	No	
GCF_018739645.1-NZ_CP036023.1	Bacillus	5266779	typical chromosome	No	
GCF_018739645.1-NZ_CP036024.1	Bacillus	52582	typical plasmid	No	
GCF_018739645.1-NZ_CP036025.1	Bacillus	479471	typical plasmid	No	
GCF_018739665.1-NZ_CP036026.1	Bacillus	5208286	typical chromosome	No	
GCF_018739665.1-NZ_CP036031.1	Bacillus	5420	typical plasmid	No	
GCF_018739665.1-NZ_CP036027.1	Bacillus	7631	typical plasmid	No	
GCF_018739665.1-NZ_CP036029.1	Bacillus	7590	typical plasmid	No	
GCF_018739665.1-NZ_CP036033.1	Bacillus	11300	typical plasmid	No	
GCF_018739665.1-NZ_CP036032.1	Bacillus	65006	typical plasmid	No	
GCF_018739665.1-NZ_CP036028.1	Bacillus	232193	typical plasmid	No	
GCF_018739665.1-NZ_CP036030.1	Bacillus	419002	typical plasmid	No	
GCF_018739685.1-NZ_CP036034.1	Bacillus	5067631	typical chromosome	No	
GCF_018739685.1-NZ_CP036035.1	Bacillus	8013	typical plasmid	No	
GCF_018739685.1-NZ_CP036039.1	Bacillus	8039	typical plasmid	No	
GCF_018739685.1-NZ_CP036036.1	Bacillus	8597	typical plasmid	No	
GCF_018739685.1-NZ_CP036038.1	Bacillus	369824	typical plasmid	No	
GCF_018739685.1-NZ_CP036037.1	Bacillus	92054	typical plasmid	No	
GCF_018739705.1-NZ_CP071808.1	Bacillus	5146518	typical chromosome	No	
GCF_018739705.1-NZ_CP071810.1	Bacillus	10504	typical plasmid	No	
GCF_018739705.1-NZ_CP071809.1	Bacillus	185643	typical plasmid	No	
GCF_018740945.1-NZ_CP036040.1	Bacillus	5281925	typical chromosome	No	
GCF_018740945.1-NZ_CP036041.1	Bacillus	481041	typical plasmid	No	
GCF_018741005.1-NZ_CP036043.1	Bacillus	5248764	typical chromosome	No	
GCF_018741005.1-NZ_CP036042.1	Bacillus	53401	typical plasmid	No	
GCF_018741005.1-NZ_CP036044.1	Bacillus	211646	typical plasmid	No	
GCF_018741005.1-NZ_CP036045.1	Bacillus	437823	typical plasmid	No	
GCF_018741085.1-NZ_CP036046.1	Bacillus	5245175	typical chromosome	No	
GCF_018741085.1-NZ_CP036047.1	Bacillus	6900	typical plasmid	No	
GCF_018741085.1-NZ_CP036051.1	Bacillus	7523	typical plasmid	No	
GCF_018741085.1-NZ_CP036048.1	Bacillus	33322	typical plasmid	No	
GCF_018741085.1-NZ_CP036049.1	Bacillus	63805	typical plasmid	No	
GCF_018741085.1-NZ_CP036050.1	Bacillus	396394	typical plasmid	No	
GCF_018741145.1-NZ_CP036057.1	Bacillus	5361170	typical chromosome	No	
GCF_018741145.1-NZ_CP036063.1	Bacillus	1615	intermediate replicon	No	
GCF_018741145.1-NZ_CP036062.1	Bacillus	1832	intermediate replicon	No	
GCF_018741145.1-NZ_CP036061.1	Bacillus	2953	intermediate replicon	No	
GCF_018741145.1-NZ_CP036060.1	Bacillus	10379	typical plasmid	No	
GCF_018741145.1-NZ_CP036059.1	Bacillus	87819	typical plasmid	No	
GCF_018741145.1-NZ_CP036058.1	Bacillus	487389	typical plasmid	No	
GCF_018741165.1-NZ_CP036064.1	Bacillus	5348830	typical chromosome	No	
GCF_018741165.1-NZ_CP036066.1	Bacillus	9480	typical plasmid	No	
GCF_018741165.1-NZ_CP036069.1	Bacillus	19880	typical plasmid	No	
GCF_018741165.1-NZ_CP036065.1	Bacillus	46669	typical plasmid	No	
GCF_018741165.1-NZ_CP036067.1	Bacillus	207206	typical plasmid	No	
GCF_018741165.1-NZ_CP036068.1	Bacillus	233674	typical plasmid	No	
GCF_018741465.1-NZ_CP036084.1	Bacillus	5407642	typical chromosome	No	
GCF_018741465.1-NZ_CP036075.1	Bacillus	9638	typical plasmid	No	
GCF_018741465.1-NZ_CP036078.1	Bacillus	12044	typical plasmid	No	
GCF_018741465.1-NZ_CP036082.1	Bacillus	11669	typical plasmid	No	
GCF_018741465.1-NZ_CP036080.1	Bacillus	13386	typical plasmid	No	
GCF_018741465.1-NZ_CP036077.1	Bacillus	16651	typical plasmid	No	
GCF_018741465.1-NZ_CP036074.1	Bacillus	36057	typical plasmid	No	
GCF_018741465.1-NZ_CP036083.1	Bacillus	48337	typical plasmid	No	
GCF_018741465.1-NZ_CP036081.1	Bacillus	77756	typical plasmid	No	
GCF_018741465.1-NZ_CP036076.1	Bacillus	198488	typical plasmid	No	
GCF_018741465.1-NZ_CP036079.1	Bacillus	506603	typical plasmid	No	
GCF_018741505.1-NZ_CP036085.1	Bacillus	5233313	typical chromosome	No	
GCF_018741505.1-NZ_CP036089.1	Bacillus	9412	typical plasmid	No	
GCF_018741505.1-NZ_CP036088.1	Bacillus	11239	typical plasmid	No	
GCF_018741505.1-NZ_CP036087.1	Bacillus	30759	intermediate replicon	No	
GCF_018741505.1-NZ_CP036086.1	Bacillus	205891	typical plasmid	No	
GCF_018741565.1-NZ_CP036099.1	Bacillus	5313017	typical chromosome	No	
GCF_018741565.1-NZ_CP036100.1	Bacillus	508817	typical plasmid	No	
GCF_018741605.1-NZ_CP036102.1	Bacillus	5235951	typical chromosome	No	
GCF_018741605.1-NZ_CP036103.1	Bacillus	405965	typical plasmid	No	
GCF_018741605.1-NZ_CP036104.1	Bacillus	247123	typical plasmid	No	
GCF_018741605.1-NZ_CP036105.1	Bacillus	109920	typical plasmid	No	
GCF_018741605.1-NZ_CP036106.1	Bacillus	37394	typical plasmid	No	
GCF_018741605.1-NZ_CP036107.1	Bacillus	10082	typical plasmid	No	
GCF_018741605.1-NZ_CP036108.1	Bacillus	9900	typical plasmid	No	
GCF_018741605.1-NZ_CP036109.1	Bacillus	7168	typical plasmid	No	
GCF_018741605.1-NZ_CP036110.1	Bacillus	2741	intermediate replicon	No	
GCF_018741645.1-NZ_CP036117.1	Bacillus	5296574	typical chromosome	No	
GCF_018741645.1-NZ_CP036115.1	Bacillus	9697	typical plasmid	No	
GCF_018741645.1-NZ_CP036120.1	Bacillus	11818	typical plasmid	No	
GCF_018741645.1-NZ_CP036116.1	Bacillus	124309	typical plasmid	No	
GCF_018741645.1-NZ_CP036118.1	Bacillus	237265	typical plasmid	No	
GCF_018741645.1-NZ_CP036119.1	Bacillus	334352	typical plasmid	No	
GCF_018742045.1-NZ_CP072057.1	Bacillus	5265397	typical chromosome	No	
GCF_018742045.1-NZ_CP072060.1	Bacillus	9412	typical plasmid	No	
GCF_018742045.1-NZ_CP072059.1	Bacillus	11239	typical plasmid	No	
GCF_018742045.1-NZ_CP072058.1	Bacillus	205885	typical plasmid	No	
GCF_018742105.1-NZ_CP072055.1	Bacillus	5339421	typical chromosome	No	
GCF_018742105.1-NZ_CP072056.1	Bacillus	481845	typical plasmid	No	
GCF_018742185.1-NZ_CP072061.1	Bacillus	5352400	typical chromosome	No	
GCF_018742185.1-NZ_CP072064.1	Bacillus	10379	typical plasmid	No	
GCF_018742185.1-NZ_CP072063.1	Bacillus	87986	typical plasmid	No	
GCF_018742185.1-NZ_CP072062.1	Bacillus	487361	typical plasmid	No	
GCF_018742205.1-NZ_CP072065.1	Bacillus	5243016	typical chromosome	No	
GCF_018742205.1-NZ_CP072068.1	Bacillus	9479	typical plasmid	No	
GCF_018742205.1-NZ_CP072067.1	Bacillus	64781	typical plasmid	No	
GCF_018742205.1-NZ_CP072066.1	Bacillus	400631	typical plasmid	No	
GCF_018742225.1-NZ_CP036121.1	Bacillus	5473381	typical chromosome	No	
GCF_018742225.1-NZ_CP036123.1	Bacillus	5939	typical plasmid	No	
GCF_018742225.1-NZ_CP036130.1	Bacillus	11394	typical plasmid	No	
GCF_018742225.1-NZ_CP036126.1	Bacillus	17731	typical plasmid	No	
GCF_018742225.1-NZ_CP036128.1	Bacillus	34158	typical plasmid	No	
GCF_018742225.1-NZ_CP036125.1	Bacillus	48338	typical plasmid	No	
GCF_018742225.1-NZ_CP036122.1	Bacillus	70690	typical plasmid	No	
GCF_018742225.1-NZ_CP036131.1	Bacillus	73715	typical plasmid	No	
GCF_018742225.1-NZ_CP036129.1	Bacillus	97153	typical plasmid	No	
GCF_018742225.1-NZ_CP036124.1	Bacillus	139054	typical plasmid	No	
GCF_018742225.1-NZ_CP036127.1	Bacillus	192434	typical plasmid	No	
GCF_018742245.1-NZ_CP036132.1	Bacillus	5114971	typical chromosome	No	
GCF_018742245.1-NZ_CP036136.1	Bacillus	4647	typical plasmid	No	
GCF_018742245.1-NZ_CP036133.1	Bacillus	10034	typical plasmid	No	
GCF_018742245.1-NZ_CP036134.1	Bacillus	52218	typical plasmid	No	
GCF_018742245.1-NZ_CP036135.1	Bacillus	162314	typical plasmid	No	
GCF_018742265.1-NZ_CP036137.1	Bacillus	5202602	typical chromosome	No	
GCF_018742265.1-NZ_CP036142.1	Bacillus	2340	intermediate replicon	No	
GCF_018742265.1-NZ_CP036141.1	Bacillus	2647	intermediate replicon	No	
GCF_018742265.1-NZ_CP036140.1	Bacillus	5846	intermediate replicon	No	
GCF_018742265.1-NZ_CP036139.1	Bacillus	136324	intermediate replicon	No	
GCF_018742265.1-NZ_CP036138.1	Bacillus	482275	typical plasmid	No	
GCF_018742265.1-NZ_CP036143.1	Bacillus	2185	intermediate replicon	No	
GCF_018742265.1-NZ_CP036144.1	Bacillus	1596	intermediate replicon	No	
GCF_018742285.1-NZ_CP036145.1	Bacillus	5275222	typical chromosome	No	
GCF_018742285.1-NZ_CP036146.1	Bacillus	7929	typical plasmid	No	
GCF_018742285.1-NZ_CP036147.1	Bacillus	12231	typical plasmid	No	
GCF_018742285.1-NZ_CP036148.1	Bacillus	347238	typical plasmid	No	
GCF_018751995.1-NZ_CP071811.1	Bacillus	5291025	typical chromosome	No	
GCF_018751995.1-NZ_CP071818.1	Bacillus	3952	typical plasmid	No	
GCF_018751995.1-NZ_CP071817.1	Bacillus	9235	typical plasmid	No	
GCF_018751995.1-NZ_CP071816.1	Bacillus	10471	typical plasmid	No	
GCF_018751995.1-NZ_CP071815.1	Bacillus	11644	typical plasmid	No	
GCF_018751995.1-NZ_CP071814.1	Bacillus	85331	typical plasmid	No	
GCF_018751995.1-NZ_CP071813.1	Bacillus	208405	typical plasmid	No	
GCF_018751995.1-NZ_CP071812.1	Bacillus	390912	typical plasmid	No	
GCF_018884185.1-NZ_CP063158.1	Bacillus	5346135	typical chromosome	No	
GCF_018884185.1-NZ_CP063159.1	Bacillus	194776	typical plasmid	No	
GCF_018884185.1-NZ_CP063160.1	Bacillus	375022	typical plasmid	No	
GCF_018884185.1-NZ_CP063161.1	Bacillus	77992	typical plasmid	No	
GCF_019443725.1-NZ_CP050705.1	Bacillus	4148820	typical chromosome	No	
GCF_019693235.1-NZ_CP081175.1	Bacillus	5226685	typical chromosome	No	
GCF_019693235.1-NZ_CP081176.1	Bacillus	181677	typical plasmid	No	
GCF_019693235.1-NZ_CP081177.1	Bacillus	94830	typical plasmid	No	
GCF_019704155.2-NZ_AP024504.2	Bacillus	5333415	typical chromosome	No	
GCF_019704155.2-NZ_AP024505.1	Bacillus	358139	typical plasmid	No	
GCF_019704155.2-NZ_AP024506.1	Bacillus	9518	typical plasmid	No	
GCF_019704155.2-NZ_AP024507.1	Bacillus	9190	typical plasmid	No	
GCF_019704155.2-NZ_AP024508.1	Bacillus	7215	typical plasmid	No	
GCF_019704155.2-NZ_AP024509.1	Bacillus	3166	typical plasmid	No	
GCF_019915265.1-NZ_CP082780.1	Bacillus	3806094	typical chromosome	No	
GCF_020524035.2-NZ_CP129013.1	Bacillus	3602024	typical chromosome	No	
GCF_020524035.2-NZ_CP129014.1	Bacillus	66029	typical plasmid	No	
GCF_020524035.2-NZ_CP129015.1	Bacillus	47351	typical plasmid	No	
GCF_021390035.1-NZ_CP089993.1	Bacillus	5213322	typical chromosome	No	
GCF_021390035.1-NZ_CP089994.1	Bacillus	181920	typical plasmid	No	
GCF_021390035.1-NZ_CP089995.1	Bacillus	94735	typical plasmid	No	
GCF_021391515.1-NZ_CP090081.1	Bacillus	5668734	typical chromosome	No	
GCF_021391515.1-NZ_CP090082.1	Bacillus	448451	typical plasmid	No	
GCF_021391515.1-NZ_CP090083.1	Bacillus	99643	typical plasmid	No	
GCF_021391515.1-NZ_CP090084.1	Bacillus	83506	typical plasmid	No	
GCF_021391515.1-NZ_CP090085.1	Bacillus	83392	typical plasmid	No	
GCF_021391515.1-NZ_CP090086.1	Bacillus	72739	typical plasmid	No	
GCF_021391515.1-NZ_CP090087.1	Bacillus	70091	typical plasmid	No	
GCF_021391515.1-NZ_CP090088.1	Bacillus	15910	typical plasmid	No	
GCF_021391515.1-NZ_CP090089.1	Bacillus	5876	typical plasmid	No	
GCF_021442085.1-NZ_CP090421.1	Bacillus	5347477	typical chromosome	No	
GCF_021442085.1-NZ_CP090422.1	Bacillus	73187	typical plasmid	No	
GCF_021654875.1-NZ_AP022857.1	Bacillus	5373323	typical chromosome	No	
GCF_021654875.1-NZ_AP022858.1	Bacillus	296592	typical plasmid	No	
GCF_021654895.1-NZ_AP022874.1	Bacillus	5374664	typical chromosome	No	
GCF_021654895.1-NZ_AP022875.1	Bacillus	301813	typical plasmid	No	
GCF_021654895.1-NZ_AP022876.1	Bacillus	8319	typical plasmid	No	
GCF_021654915.1-NZ_AP022877.1	Bacillus	5210826	typical chromosome	No	
GCF_021654915.1-NZ_AP022878.1	Bacillus	280907	typical plasmid	No	
GCF_021654915.1-NZ_AP022879.1	Bacillus	234508	typical plasmid	No	
GCF_021654915.1-NZ_AP022880.1	Bacillus	29581	typical plasmid	No	
GCF_021654915.1-NZ_AP022881.1	Bacillus	6558	typical plasmid	No	
GCF_021654915.1-NZ_AP022882.1	Bacillus	5289	typical plasmid	No	
GCF_021654915.1-NZ_AP022883.1	Bacillus	4045	typical plasmid	No	
GCF_021654915.1-NZ_AP022884.1	Bacillus	4021	typical plasmid	No	
GCF_021654915.1-NZ_AP022885.1	Bacillus	3163	typical plasmid	No	
GCF_021654935.1-NZ_AP022886.1	Bacillus	5250560	typical chromosome	No	
GCF_021654935.1-NZ_AP022887.1	Bacillus	93825	typical plasmid	No	
GCF_021654935.1-NZ_AP022888.1	Bacillus	77638	typical plasmid	No	
GCF_021654935.1-NZ_AP022889.1	Bacillus	23000	typical plasmid	No	
GCF_021654935.1-NZ_AP022890.1	Bacillus	15480	typical plasmid	No	
GCF_021654935.1-NZ_AP022891.1	Bacillus	5214	typical plasmid	No	
GCF_021654935.1-NZ_AP022892.1	Bacillus	4697	typical plasmid	No	
GCF_021654935.1-NZ_AP022893.1	Bacillus	3164	typical plasmid	No	
GCF_021654975.1-NZ_AP022903.1	Bacillus	5367909	typical chromosome	No	
GCF_021654975.1-NZ_AP022904.1	Bacillus	303476	typical plasmid	No	
GCF_021654975.1-NZ_AP022905.1	Bacillus	8319	typical plasmid	No	
GCF_021654975.1-NZ_AP022906.1	Bacillus	10097	typical plasmid	No	
GCF_021654995.1-NZ_AP022907.1	Bacillus	5203820	typical chromosome	No	
GCF_021654995.1-NZ_AP022908.1	Bacillus	381877	typical plasmid	No	
GCF_021654995.1-NZ_AP022909.1	Bacillus	18399	typical plasmid	No	
GCF_021654995.1-NZ_AP022910.1	Bacillus	16685	typical plasmid	No	
GCF_021654995.1-NZ_AP022911.1	Bacillus	16483	typical plasmid	No	
GCF_021654995.1-NZ_AP022912.1	Bacillus	5376	typical plasmid	No	
GCF_021654995.1-NZ_AP022913.1	Bacillus	4586	typical plasmid	No	
GCF_021654995.1-NZ_AP022914.1	Bacillus	4560	typical plasmid	No	
GCF_021655015.1-NZ_AP022915.1	Bacillus	5375661	typical chromosome	No	
GCF_021655015.1-NZ_AP022916.1	Bacillus	294808	typical plasmid	No	
GCF_021655015.1-NZ_AP022917.1	Bacillus	8315	typical plasmid	No	
GCF_021655015.1-NZ_AP022918.1	Bacillus	8313	typical plasmid	No	
GCF_021655015.1-NZ_AP022919.1	Bacillus	8227	typical plasmid	No	
GCF_021655015.1-NZ_AP022920.1	Bacillus	5049	typical plasmid	No	
GCF_021655035.1-NZ_AP022921.1	Bacillus	5348515	typical chromosome	No	
GCF_021655035.1-NZ_AP022922.1	Bacillus	327694	typical plasmid	No	
GCF_021655035.1-NZ_AP022923.1	Bacillus	24527	typical plasmid	No	
GCF_021655035.1-NZ_AP022924.1	Bacillus	22480	typical plasmid	No	
GCF_021655035.1-NZ_AP022925.1	Bacillus	8220	typical plasmid	No	
GCF_021655035.1-NZ_AP022926.1	Bacillus	5049	typical plasmid	No	
GCF_021655055.1-NZ_AP022927.1	Bacillus	5241522	typical chromosome	No	
GCF_021655055.1-NZ_AP022928.1	Bacillus	390037	typical plasmid	No	
GCF_021655055.1-NZ_AP022929.1	Bacillus	212038	typical plasmid	No	
GCF_021655055.1-NZ_AP022930.1	Bacillus	27888	typical plasmid	No	
GCF_021655055.1-NZ_AP022931.1	Bacillus	6404	typical plasmid	No	
GCF_021655055.1-NZ_AP022932.1	Bacillus	5256	typical plasmid	No	
GCF_021655055.1-NZ_AP022933.1	Bacillus	4020	typical plasmid	No	
GCF_021655135.1-NZ_AP022934.1	Bacillus	5355432	typical chromosome	No	
GCF_021655135.1-NZ_AP022937.1	Bacillus	350841	typical plasmid	No	
GCF_021655135.1-NZ_AP022935.1	Bacillus	3940	typical plasmid	No	
GCF_021655135.1-NZ_AP022936.1	Bacillus	3869	typical plasmid	No	
GCF_021655135.1-NZ_AP022938.1	Bacillus	72412	typical plasmid	No	
GCF_021655135.1-NZ_AP022939.1	Bacillus	37829	typical plasmid	No	
GCF_021655135.1-NZ_AP022940.1	Bacillus	17430	typical plasmid	No	
GCF_021655135.1-NZ_AP022941.1	Bacillus	13310	typical plasmid	No	
GCF_021655135.1-NZ_AP022942.1	Bacillus	10230	typical plasmid	No	
GCF_021655135.1-NZ_AP022943.1	Bacillus	9261	typical plasmid	No	
GCF_021655135.1-NZ_AP022944.1	Bacillus	6885	typical plasmid	No	
GCF_021655135.1-NZ_AP022945.1	Bacillus	5289	typical plasmid	No	
GCF_021655155.1-NZ_AP022946.1	Bacillus	5342104	typical chromosome	No	
GCF_021655155.1-NZ_AP022947.1	Bacillus	284675	typical plasmid	No	
GCF_021655155.1-NZ_AP022948.1	Bacillus	44856	typical plasmid	No	
GCF_021655155.1-NZ_AP022949.1	Bacillus	35290	typical plasmid	No	
GCF_021655155.1-NZ_AP022950.1	Bacillus	3453	typical plasmid	No	
GCF_021655155.1-NZ_AP022951.1	Bacillus	3089	typical plasmid	No	
GCF_021655175.1-NZ_AP022952.1	Bacillus	5344852	typical chromosome	No	
GCF_021655175.1-NZ_AP022953.1	Bacillus	324064	typical plasmid	No	
GCF_021655175.1-NZ_AP022954.1	Bacillus	8220	typical plasmid	No	
GCF_021655175.1-NZ_AP022955.1	Bacillus	5049	typical plasmid	No	
GCF_021655195.1-NZ_AP022956.1	Bacillus	5350395	typical chromosome	No	
GCF_021655195.1-NZ_AP022957.1	Bacillus	324328	typical plasmid	No	
GCF_021655195.1-NZ_AP022958.1	Bacillus	64134	typical plasmid	No	
GCF_021655195.1-NZ_AP022959.1	Bacillus	22468	typical plasmid	No	
GCF_021655195.1-NZ_AP022960.1	Bacillus	8316	typical plasmid	No	
GCF_021655195.1-NZ_AP022961.1	Bacillus	8216	typical plasmid	No	
GCF_021655195.1-NZ_AP022962.1	Bacillus	5287	typical plasmid	No	
GCF_021655195.1-NZ_AP022963.1	Bacillus	5049	typical plasmid	No	
GCF_021655215.1-NZ_AP022964.1	Bacillus	5459613	typical chromosome	No	
GCF_021655215.1-NZ_AP022965.1	Bacillus	285224	typical plasmid	No	
GCF_021655215.1-NZ_AP022966.1	Bacillus	48659	typical plasmid	No	
GCF_021655215.1-NZ_AP022967.1	Bacillus	6561	typical plasmid	No	
GCF_021655215.1-NZ_AP022968.1	Bacillus	4632	typical plasmid	No	
GCF_021655215.1-NZ_AP022969.1	Bacillus	3940	typical plasmid	No	
GCF_021655235.1-NZ_AP022970.1	Bacillus	5329774	typical chromosome	No	
GCF_021655235.1-NZ_AP022971.1	Bacillus	324353	typical plasmid	No	
GCF_021655235.1-NZ_AP022972.1	Bacillus	8319	typical plasmid	No	
GCF_021655235.1-NZ_AP022973.1	Bacillus	8227	typical plasmid	No	
GCF_021655235.1-NZ_AP022974.1	Bacillus	5049	typical plasmid	No	
GCF_021655255.1-NZ_AP022975.1	Bacillus	5357266	typical chromosome	No	
GCF_021655255.1-NZ_AP022976.1	Bacillus	8319	typical plasmid	No	
GCF_021655255.1-NZ_AP022977.1	Bacillus	8228	typical plasmid	No	
GCF_021655275.1-NZ_AP022978.1	Bacillus	5356715	typical chromosome	No	
GCF_021655275.1-NZ_AP022979.1	Bacillus	8319	typical plasmid	No	
GCF_021655275.1-NZ_AP022980.1	Bacillus	8218	typical plasmid	No	
GCF_021655295.1-NZ_AP022981.1	Bacillus	5349609	typical chromosome	No	
GCF_021655295.1-NZ_AP022982.1	Bacillus	330552	typical plasmid	No	
GCF_021655295.1-NZ_AP022983.1	Bacillus	93820	typical plasmid	No	
GCF_021655295.1-NZ_AP022984.1	Bacillus	7635	typical plasmid	No	
GCF_021655295.1-NZ_AP022985.1	Bacillus	4697	typical plasmid	No	
GCF_021655315.1-NZ_AP022986.1	Bacillus	5269264	typical chromosome	No	
GCF_021655315.1-NZ_AP022987.1	Bacillus	327787	typical plasmid	No	
GCF_021655315.1-NZ_AP022988.1	Bacillus	262361	typical plasmid	No	
GCF_021655315.1-NZ_AP022989.1	Bacillus	76620	typical plasmid	No	
GCF_021655315.1-NZ_AP022990.1	Bacillus	8033	typical plasmid	No	
GCF_021655315.1-NZ_AP022991.1	Bacillus	8027	typical plasmid	No	
GCF_021655315.1-NZ_AP022992.1	Bacillus	4987	typical plasmid	No	
GCF_021655315.1-NZ_AP022993.1	Bacillus	4697	typical plasmid	No	
GCF_021655335.1-NZ_AP022994.1	Bacillus	5759674	typical chromosome	No	
GCF_021655335.1-NZ_AP022995.1	Bacillus	62286	typical plasmid	No	
GCF_021655335.1-NZ_AP022996.1	Bacillus	31192	typical plasmid	No	
GCF_021655335.1-NZ_AP022997.1	Bacillus	8319	typical plasmid	No	
GCF_021655335.1-NZ_AP022998.1	Bacillus	8229	typical plasmid	No	
GCF_021655335.1-NZ_AP022999.1	Bacillus	5049	typical plasmid	No	
GCF_021655355.1-NZ_AP023000.1	Bacillus	5358892	typical chromosome	No	
GCF_021655355.1-NZ_AP023001.1	Bacillus	245541	typical plasmid	No	
GCF_021655355.1-NZ_AP023002.1	Bacillus	53361	typical plasmid	No	
GCF_021655355.1-NZ_AP023003.1	Bacillus	8319	typical plasmid	No	
GCF_021655355.1-NZ_AP023004.1	Bacillus	8230	typical plasmid	No	
GCF_022014755.1-NZ_CP091762.1	Bacillus	5229474	typical chromosome	No	
GCF_022014755.1-NZ_CP091763.1	Bacillus	181764	typical plasmid	No	
GCF_022014755.1-NZ_CP091764.1	Bacillus	94725	typical plasmid	No	
GCF_022014775.1-NZ_CP091765.1	Bacillus	5229500	typical chromosome	No	
GCF_022014775.1-NZ_CP091766.1	Bacillus	94725	typical plasmid	No	
GCF_022014795.1-NZ_CP091767.1	Bacillus	5228205	typical chromosome	No	
GCF_022014795.1-NZ_CP091768.1	Bacillus	94826	typical plasmid	No	
GCF_022220505.1-NZ_CP076138.1	Bacillus	5229323	typical chromosome	No	
GCF_022220505.1-NZ_CP076139.1	Bacillus	181769	typical plasmid	No	
GCF_022220505.1-NZ_CP076140.1	Bacillus	94806	typical plasmid	No	
GCF_022220525.1-NZ_CP076141.1	Bacillus	5229955	typical chromosome	No	
GCF_022220525.1-NZ_CP076142.1	Bacillus	181751	typical plasmid	No	
GCF_022220525.1-NZ_CP076143.1	Bacillus	94822	typical plasmid	No	
GCF_022220545.1-NZ_CP076144.1	Bacillus	5228841	typical chromosome	No	
GCF_022220545.1-NZ_CP076145.1	Bacillus	94684	typical plasmid	No	
GCF_022220565.1-NZ_CP076146.1	Bacillus	5230038	typical chromosome	No	
GCF_022220565.1-NZ_CP076147.1	Bacillus	94806	typical plasmid	No	
GCF_022220585.1-NZ_CP076148.1	Bacillus	5228566	typical chromosome	No	
GCF_022220585.1-NZ_CP076149.1	Bacillus	181761	typical plasmid	No	
GCF_022220585.1-NZ_CP076150.1	Bacillus	94815	typical plasmid	No	
GCF_022220605.1-NZ_CP076151.1	Bacillus	5229640	typical chromosome	No	
GCF_022220605.1-NZ_CP076152.1	Bacillus	181761	typical plasmid	No	
GCF_022220605.1-NZ_CP076153.1	Bacillus	94815	typical plasmid	No	
GCF_022220625.1-NZ_CP076154.1	Bacillus	5230027	typical chromosome	No	
GCF_022220625.1-NZ_CP076155.1	Bacillus	181761	typical plasmid	No	
GCF_022220625.1-NZ_CP076156.1	Bacillus	94815	typical plasmid	No	
GCF_022220645.1-NZ_CP076157.1	Bacillus	5229688	typical chromosome	No	
GCF_022220645.1-NZ_CP076158.1	Bacillus	181751	typical plasmid	No	
GCF_022220645.1-NZ_CP076159.1	Bacillus	94822	typical plasmid	No	
GCF_022220665.1-NZ_CP076160.1	Bacillus	5229980	typical chromosome	No	
GCF_022220665.1-NZ_CP076161.1	Bacillus	181770	typical plasmid	No	
